year,donor_name,purpose_code,purpose_name,usd_disbursement_deflated_Sum
2012,African Development Fund,13020,Reproductive health care,9.083552058
2012,Australia,13020,Reproductive health care,52.268065087999986
2012,Australia,13030,Family planning,2.975584324
2012,Austria,13020,Reproductive health care,0.283163424
2012,Austria,13030,Family planning,0.00258912
2012,Belgium,13020,Reproductive health care,3.5031642229999997
2012,Belgium,13030,Family planning,0.235880593
2012,Canada,13020,Reproductive health care,26.383687323000014
2012,Canada,13030,Family planning,5.3152750630000005
2012,Czechia,13020,Reproductive health care,0.010435077999999999
2012,Denmark,13020,Reproductive health care,13.178348766
2012,Denmark,13030,Family planning,0.0
2012,EU Institutions,13020,Reproductive health care,29.177139240000006
2012,EU Institutions,13030,Family planning,16.469294670000004
2012,Finland,13020,Reproductive health care,7.462444645
2012,Finland,13030,Family planning,0.0
2012,France,13020,Reproductive health care,28.374172190000003
2012,France,13030,Family planning,0.26983411
2012,Germany,13020,Reproductive health care,66.63225813999998
2012,Germany,13030,Family planning,12.042745140000001
2012,Iceland,13020,Reproductive health care,0.26878554000000004
2012,International Development Association,13020,Reproductive health care,44.159031377999995
2012,Ireland,13020,Reproductive health care,1.3783519809999998
2012,Islamic Development Bank,13020,Reproductive health care,
2012,Italy,13020,Reproductive health care,2.151600138
2012,Japan,13020,Reproductive health care,27.49256524000004
2012,Japan,13030,Family planning,6.344163819
2012,Korea,13020,Reproductive health care,4.085869565000001
2012,Korea,13030,Family planning,0.40806450000000005
2012,Luxembourg,13020,Reproductive health care,0.5567971789999999
2012,Netherlands,13020,Reproductive health care,86.58045864900004
2012,Netherlands,13030,Family planning,1.945632302
2012,New Zealand,13020,Reproductive health care,5.3029159
2012,New Zealand,13030,Family planning,0.146706399
2012,Norway,13020,Reproductive health care,35.776166698999994
2012,Norway,13030,Family planning,1.5810673319999997
2012,Portugal,13020,Reproductive health care,0.225129528
2012,Spain,13020,Reproductive health care,9.664532800000002
2012,Spain,13030,Family planning,1.551844148
2012,Sweden,13020,Reproductive health care,82.29809214000001
2012,Switzerland,13020,Reproductive health care,10.197041422
2012,UNDP,13020,Reproductive health care,3.6708e-05
2012,UNFPA,13020,Reproductive health care,81.17070893400006
2012,UNFPA,13030,Family planning,25.49756227200001
2012,UNICEF,13020,Reproductive health care,16.727672346000013
2012,United Kingdom,13020,Reproductive health care,294.60102336
2012,United Kingdom,13030,Family planning,166.23008410000003
2012,United States,13020,Reproductive health care,637.4302877419999
2012,United States,13030,Family planning,613.9766949919997
2012,World Health Organisation,13020,Reproductive health care,11.940449724000002
2013,African Development Fund,13020,Reproductive health care,11.699083998
2013,Asian Development Bank,13020,Reproductive health care,0.113689506
2013,Australia,13020,Reproductive health care,58.898766202000004
2013,Australia,13030,Family planning,5.071657633999999
2013,Austria,13020,Reproductive health care,0.74377344
2013,Belgium,13020,Reproductive health care,4.468909328
2013,Belgium,13030,Family planning,0.4636206639999999
2013,Canada,13020,Reproductive health care,29.176922676999997
2013,Canada,13030,Family planning,9.269149343999999
2013,Czechia,13020,Reproductive health care,0.21558394899999997
2013,Czechia,13030,Family planning,0.012630661999999999
2013,Denmark,13020,Reproductive health care,25.826438916
2013,Denmark,13030,Family planning,0.716353551
2013,Estonia,13020,Reproductive health care,0.016689152
2013,EU Institutions,13020,Reproductive health care,40.16210115000001
2013,EU Institutions,13030,Family planning,3.27332472
2013,Finland,13020,Reproductive health care,5.380577887
2013,Finland,13030,Family planning,2.1125812109999997
2013,France,13020,Reproductive health care,27.99506073
2013,France,13030,Family planning,6.066385780000001
2013,Germany,13020,Reproductive health care,74.57350879999997
2013,Germany,13030,Family planning,13.911503680000003
2013,Iceland,13020,Reproductive health care,0.29463871199999997
2013,International Development Association,13020,Reproductive health care,51.02916252
2013,International Development Association,13030,Family planning,0.791379078
2013,Ireland,13020,Reproductive health care,1.5822917619999997
2013,Ireland,13030,Family planning,0.076772459
2013,Italy,13020,Reproductive health care,3.5454041280000004
2013,Japan,13020,Reproductive health care,32.97948626000004
2013,Japan,13030,Family planning,0.074962503
2013,Korea,13020,Reproductive health care,5.971486840000002
2013,Korea,13030,Family planning,0.337732425
2013,Luxembourg,13020,Reproductive health care,0.6900770269999998
2013,Luxembourg,13030,Family planning,0.340183478
2013,Netherlands,13020,Reproductive health care,114.45290217400003
2013,Netherlands,13030,Family planning,7.948016290999999
2013,New Zealand,13020,Reproductive health care,5.893964169
2013,Norway,13020,Reproductive health care,91.69988644700001
2013,Norway,13030,Family planning,17.997668208
2013,OPEC Fund for International Development,13020,Reproductive health care,1.3539977639999998
2013,Poland,13020,Reproductive health care,0.15575204399999998
2013,Portugal,13020,Reproductive health care,0.418478112
2013,Spain,13020,Reproductive health care,12.121599291999999
2013,Spain,13030,Family planning,1.700656592
2013,Sweden,13020,Reproductive health care,50.154755684
2013,Switzerland,13020,Reproductive health care,12.103712019999998
2013,UNDP,13020,Reproductive health care,0.0040794180000000005
2013,UNFPA,13020,Reproductive health care,82.50078757200008
2013,UNFPA,13030,Family planning,29.278176186
2013,UNICEF,13020,Reproductive health care,17.604771366000005
2013,United Kingdom,13020,Reproductive health care,329.86748840000007
2013,United Kingdom,13030,Family planning,54.51720067999999
2013,United States,13020,Reproductive health care,617.3899093679993
2013,United States,13030,Family planning,730.1263660830006
2013,World Health Organisation,13020,Reproductive health care,16.43738838000001
2014,African Development Fund,13020,Reproductive health care,6.320153531999999
2014,Asian Development Bank,13020,Reproductive health care,0.1504409759999999
2014,Australia,13020,Reproductive health care,30.441058023999993
2014,Australia,13030,Family planning,7.782259388000001
2014,Austria,13020,Reproductive health care,0.20869142400000001
2014,Belgium,13020,Reproductive health care,5.4136938699999995
2014,Belgium,13030,Family planning,0.14936311
2014,Canada,13020,Reproductive health care,30.227856778
2014,Canada,13030,Family planning,6.588990835
2014,Czechia,13020,Reproductive health care,0.22123031299999998
2014,Denmark,13020,Reproductive health care,29.859121791
2014,Denmark,13030,Family planning,0.7876665899999999
2014,Estonia,13020,Reproductive health care,0.114809856
2014,EU Institutions,13020,Reproductive health care,42.44606583000001
2014,EU Institutions,13030,Family planning,6.734067690000002
2014,Finland,13020,Reproductive health care,2.683127330000001
2014,Finland,13030,Family planning,2.3582930629999996
2014,France,13020,Reproductive health care,37.03627928
2014,France,13030,Family planning,5.544953049999999
2014,Germany,13020,Reproductive health care,92.41617895999995
2014,Germany,13030,Family planning,13.009214600000004
2014,Iceland,13020,Reproductive health care,0.121378536
2014,International Development Association,13020,Reproductive health care,32.715252486000004
2014,International Development Association,13030,Family planning,2.1440205779999997
